%X	Y
0.000000	0.000000
11.217949	0.666667
24.038462	0.666667
35.657051	1.333333
44.871795	1.333333
56.490385	1.000000
67.708333	1.000000
77.724359	1.000000
91.746795	0.333333
104.166667	-0.666667
115.785256	-1.000000
126.201923	-2.333333
134.615385	-3.666667
141.426282	-5.000000
154.647436	-7.000000
167.067308	-9.666667
176.282051	-11.666667
185.897436	-14.333333
196.714744	-17.666667
207.131410	-20.666667
215.945513	-23.666667
225.961538	-26.666667
236.778846	-30.000000
245.993590	-33.666667
258.413462	-37.666667
267.628205	-40.666667
279.246795	-44.000000
291.666667	-48.666667
303.285256	-53.000000
324.919872	-60.333333
